1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 1
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
1, 16.9706, 2
